campaign_id,campaign_date,platform,impressions,clicks,spend,conversions,region
56,2024-08-07,Instagram,130199,3461,728.78,298,South
57,2024-05-31,Facebook,291102,10845,3258.67,804,South
58,2024-03-31,Google,235363,14932,4662.37,555,North
59,2025-01-07,Facebook,488383,18036,9812.65,762,South
60,2025-03-26,Google,73123,4143,409.4,278,East
61,2025-04-09,Google,389836,24899,7265.99,1001,East
62,2024-10-31,Google,319576,19189,3358.73,500,East
63,2024-10-06,Facebook,324650,14298,2727.22,958,East
64,2024-05-21,Facebook,303726,12641,4908.67,470,North
65,2024-09-21,YouTube,85907,1323,2052.78,105,South
66,2025-02-15,Facebook,254207,10905,4747.05,235,North
67,2024-07-19,Google,375306,22722,5721.44,1632,South
68,2024-06-11,Google,187646,11908,3952.8,1057,South
69,2025-01-06,Instagram,166331,4589,1983.19,177,East
70,2025-02-09,Facebook,217948,8074,4280.73,237,West
71,2025-12-05,Google,117664,6733,1411.04,578,North
72,2024-01-10,Instagram,184920,5747,951.82,175,West
73,2024-06-14,Google,254884,14088,4707.61,407,West
74,2025-03-14,Instagram,327880,10497,2723.73,277,South
75,2025-07-04,YouTube,85794,1357,1795.09,132,West
76,2025-04-23,Instagram,404427,12368,4211.3,304,East
77,2025-08-10,YouTube,178819,4314,2896.21,231,North
78,2024-08-10,Facebook,254368,8924,4971.98,710,West
79,2025-09-08,YouTube,94779,1599,1138.05,131,South
80,2024-04-01,Google,251663,16175,4982.01,1569,South
81,2025-04-03,Instagram,171882,5012,1230.29,179,South
82,2024-08-31,YouTube,345415,5880,5084.9,125,East
83,2025-11-25,YouTube,481565,10928,12008.07,1027,West
84,2025-08-04,Instagram,355068,9100,3059.09,784,North
85,2025-09-26,YouTube,203978,4513,2607.8,439,South
86,2025-09-29,Instagram,217193,6032,3122.24,501,South
87,2024-03-29,Google,491571,29203,3181.64,1352,East
88,2024-03-05,Facebook,309333,10899,7382.47,852,South
89,2024-07-30,Google,302147,18538,4230.21,510,North
90,2025-05-28,Facebook,214762,9626,2751.01,798,East
91,2024-06-25,Instagram,217474,5878,3109.9,134,East
92,2025-04-13,YouTube,496406,11005,11804.71,543,West
93,2024-04-30,Facebook,480203,17248,8131.18,384,West
94,2025-02-16,Instagram,275914,6957,5859.64,304,South
95,2024-07-16,Facebook,455231,17631,11023.53,771,South
96,2025-10-16,Google,417802,26460,3916.98,1949,South
97,2025-06-02,Instagram,181901,5289,2102.85,427,South
98,2024-09-11,Google,354032,19663,7609.3,1066,South
99,2024-09-30,YouTube,229181,4778,2759.71,371,East
100,2025-11-24,Google,330829,19826,3592.82,1330,North
101,2024-10-28,Instagram,179583,5705,3566.75,326,South
102,2025-09-06,Facebook,474569,20510,11421.93,1530,West
103,2025-03-10,Google,184523,11379,4155.1,1036,South
104,2024-01-29,Facebook,209613,8859,3838.38,203,South
105,2025-02-23,Google,404387,25399,6536.06,1021,North
106,2024-05-07,Instagram,174601,5120,3037.46,385,West
107,2024-08-07,YouTube,196358,3004,3971.28,125,North
108,2024-07-09,Instagram,320312,9773,3968.15,474,North
109,2024-06-01,Instagram,488962,16443,12184.39,1439,North
110,2025-04-04,Instagram,384818,12609,5296.74,536,West
111,2025-04-20,YouTube,480037,11378,2749.15,697,East
112,2024-09-23,YouTube,87929,1849,1879.55,60,East
113,2024-12-16,YouTube,189284,3279,3783.53,208,East
114,2024-12-09,Instagram,233531,7335,3334.69,576,North
115,2025-07-16,YouTube,117497,2715,594.05,221,North
116,2024-04-06,YouTube,125951,1964,2330.28,170,South
117,2025-01-01,Facebook,461654,20191,8093.2,1599,North
118,2025-07-16,Google,387973,23320,3704.14,799,West
119,2024-01-01,Facebook,368758,16353,5761.37,736,North
120,2024-05-22,Google,376303,22647,4468.99,759,North
121,2025-05-21,Google,208295,12322,1164.7,472,West
122,2025-04-04,Facebook,180491,7246,1955.1,431,West
123,2025-12-20,Google,356159,20452,6490.08,936,South
124,2025-10-20,YouTube,234154,5556,3461.14,448,North
125,2024-10-19,Google,201765,11515,4626.64,631,East
126,2025-10-22,YouTube,384502,5878,3250.11,429,North
127,2024-07-06,Google,103403,6355,1541.81,353,North
128,2025-12-28,Facebook,255209,9042,5579.42,580,South
129,2025-01-01,YouTube,342132,7281,2252.26,383,South
130,2024-07-21,Facebook,149174,6168,2768.6,379,South
131,2025-08-04,Google,467618,29559,11436.54,2283,South
132,2025-09-12,Google,485156,29402,7598.16,2038,North
133,2025-04-04,YouTube,356731,5764,4271.0,485,South
134,2025-02-06,YouTube,279753,5852,5649.99,146,South
135,2025-01-27,Facebook,298291,11800,6059.72,392,South
136,2025-05-03,YouTube,199283,4125,1389.79,362,North
137,2025-05-21,Google,165366,10527,965.37,813,North
138,2024-08-15,Facebook,128713,5724,2006.78,148,South
139,2025-01-26,Instagram,477038,16342,9231.84,1416,North
140,2024-04-28,YouTube,337900,5400,3560.37,221,West
141,2024-09-21,Instagram,203278,5450,1090.75,476,North
142,2024-01-25,YouTube,435085,8146,3474.98,286,East
143,2025-06-20,Google,458323,26659,7580.29,725,East
144,2025-03-26,YouTube,423331,10320,4750.08,847,South
145,2024-07-08,YouTube,12907,274,201.15,7,East
146,2024-10-12,Instagram,487741,16477,10552.71,1409,South
147,2024-03-05,Google,187896,10945,1553.06,1090,North
148,2024-01-16,Facebook,243175,9409,5126.63,834,East
149,2025-04-16,YouTube,364750,6420,7602.01,446,North
150,2025-01-07,Google,74119,4162,1194.16,160,North
151,2025-03-01,Facebook,429982,16540,2840.24,668,South
152,2025-11-03,YouTube,302369,7423,7443.36,528,East
153,2024-10-27,Google,52111,3037,302.14,106,East
154,2024-06-26,Facebook,425212,17589,7026.98,445,East
155,2024-03-11,Facebook,12613,457,122.08,34,South
156,2024-07-12,Facebook,72495,2657,877.94,108,West
157,2024-03-04,Google,473430,26907,9622.2,2374,South
158,2025-03-08,Instagram,343907,9991,5066.61,785,East
159,2024-01-06,Instagram,469231,11807,9112.43,559,North
160,2024-11-06,Instagram,167019,4365,1084.39,318,East
161,2024-01-27,YouTube,435192,6929,7643.85,323,East
162,2024-05-09,Facebook,59618,2177,1117.75,114,West
163,2024-08-12,Instagram,196510,5295,2741.45,319,North
164,2025-12-01,Instagram,290868,7457,5679.84,493,West
165,2025-07-27,Instagram,366760,11195,7635.57,375,South
166,2025-01-16,Google,337404,21399,4007.7,679,West
167,2025-12-27,YouTube,264956,6363,6574.53,195,South
168,2025-12-17,Instagram,30394,1009,357.69,65,West
169,2025-02-05,YouTube,309015,5091,7054.06,206,North
170,2025-08-05,Google,422604,25778,2868.08,1258,East
171,2025-02-11,Facebook,488290,18605,3207.16,1560,North
172,2024-04-23,Instagram,43974,1339,963.75,38,North
173,2024-02-26,YouTube,426308,9374,7392.9,743,South
174,2025-02-19,Google,460950,27843,3605.29,1733,South
175,2024-08-01,Facebook,60025,2641,1115.19,182,East
176,2025-06-07,Facebook,350257,13287,2466.17,458,North
177,2024-03-24,Instagram,349826,10257,7102.35,800,South
178,2025-01-06,YouTube,195770,3857,1352.88,288,East
179,2024-10-22,Facebook,453622,20300,5646.75,512,West
180,2024-10-20,Facebook,486280,20980,11055.59,819,North
181,2025-08-22,Instagram,38495,1179,379.32,44,South
182,2025-05-28,Facebook,392526,14782,4180.57,630,North
183,2025-03-24,YouTube,172744,3435,2944.46,325,North
184,2024-01-26,Google,381342,24256,5117.01,2028,South
185,2024-07-14,Google,246192,15935,5946.88,574,South
186,2024-04-06,Instagram,456132,15548,9105.95,766,West
187,2025-09-18,Facebook,138622,5371,2619.38,177,North
188,2025-07-01,YouTube,463606,7190,3987.82,243,West
189,2024-12-30,Facebook,266799,9789,6520.1,419,West
190,2024-04-08,Facebook,373173,13087,9299.87,1029,North
191,2025-04-07,Instagram,463765,11918,3317.82,830,West
192,2025-08-30,Google,404242,22376,9985.86,1768,East
193,2025-08-08,Google,157166,9445,3365.52,761,West
194,2025-08-14,Facebook,98068,4068,543.9,395,East
195,2024-03-05,Instagram,482786,16209,6015.11,1299,South
196,2025-02-14,Instagram,375139,10079,6310.68,523,North
197,2025-09-21,YouTube,46311,940,374.36,55,South
198,2025-06-02,YouTube,452801,7080,8536.51,561,North
199,2024-06-13,Facebook,464276,16402,11377.65,1094,West
200,2025-09-28,Facebook,74171,2919,704.57,233,North
201,2024-08-02,Facebook,275026,12310,2877.85,440,West
202,2025-06-25,Facebook,425308,15134,4697.22,737,South
203,2024-06-14,Instagram,118693,3439,2624.77,235,East
204,2024-12-11,Google,26199,1676,531.98,75,West
205,2025-10-23,YouTube,322622,7561,6682.41,737,East
206,2025-11-05,YouTube,159396,2539,3259.77,119,North
207,2025-05-04,YouTube,163839,4008,2619.14,314,North
208,2025-02-11,Instagram,222509,6855,4797.85,540,East
209,2025-07-01,Instagram,147036,4674,2843.73,260,North
210,2025-05-13,Google,315467,17974,3717.46,738,East
211,2025-10-17,Facebook,496307,20672,5854.87,1217,North
212,2024-01-25,YouTube,443546,10933,2600.25,320,North
213,2024-10-27,Facebook,120616,5418,2300.14,263,West
214,2024-10-21,Facebook,35910,1437,591.7,92,East
215,2024-05-27,Google,285108,16239,3544.68,1610,East
216,2024-04-30,Google,430209,24118,10673.52,940,North
217,2024-04-19,YouTube,374202,7651,8076.0,755,West
218,2025-05-11,Instagram,481626,16036,8727.24,1425,South
219,2024-04-07,Google,144187,9109,1809.52,451,West
220,2024-07-25,Facebook,30777,1282,283.51,73,East
221,2025-04-30,Google,149859,9075,2845.1,818,North
222,2025-10-09,Instagram,388267,10946,5650.94,234,North
223,2025-05-03,YouTube,10738,237,139.73,23,East
224,2025-08-31,Instagram,92090,2540,497.38,169,North
225,2025-07-15,YouTube,136854,2242,2947.76,210,South
226,2025-01-03,Google,143676,8413,2816.05,509,South
227,2024-04-19,Instagram,274087,7643,1504.21,391,West
228,2024-01-27,Google,452058,29312,6571.2,1999,East
229,2024-11-01,Instagram,379512,11521,4944.93,565,West
230,2025-10-23,Instagram,108210,3104,990.47,187,North
231,2025-01-01,Instagram,401938,11661,3192.26,781,West
232,2024-11-10,Facebook,443434,16168,3246.36,1545,South
233,2025-09-06,Google,350634,22708,8493.03,740,East
234,2024-12-07,Facebook,224740,9072,5009.63,461,West
235,2025-07-28,Facebook,479605,20952,8224.71,1429,North
236,2025-10-03,Instagram,228940,7656,2267.77,251,West
237,2025-02-15,Google,245491,14724,1941.82,1118,South
238,2024-06-02,Google,402953,24138,5800.5,1360,North
239,2025-04-23,Instagram,368562,12026,2384.98,952,North
240,2025-01-07,Instagram,452731,14875,8086.14,944,North
241,2024-10-20,Facebook,365580,13477,8783.04,1156,South
242,2025-10-12,YouTube,19939,474,432.15,40,North
243,2025-12-04,Facebook,219326,9748,4495.36,557,South
244,2024-10-07,Instagram,49025,1459,520.38,58,North
245,2024-05-18,Instagram,358228,12128,8693.37,951,East
246,2024-09-21,YouTube,265545,4274,3334.52,418,North
247,2025-07-11,Facebook,415736,16386,4983.89,1544,East
248,2024-06-21,Facebook,310415,11813,1966.49,611,South
249,2024-02-04,Instagram,277395,9410,4238.47,592,East
250,2024-09-01,YouTube,359591,7346,5735.27,583,West
251,2024-06-14,YouTube,87141,1644,699.0,132,South
252,2024-05-24,YouTube,240467,5419,5625.38,285,West
253,2024-01-08,Facebook,128453,5092,1051.21,210,East
254,2025-10-14,Facebook,205409,8721,1684.45,628,South
255,2024-02-23,Facebook,174058,7055,901.91,341,East
256,2025-06-12,Facebook,340289,14916,5593.82,357,West
257,2024-09-02,YouTube,377937,8975,4205.25,640,East
258,2024-11-01,Instagram,270540,7455,5342.68,419,East
259,2025-05-02,YouTube,439800,9983,3424.66,926,North
260,2025-10-16,YouTube,493907,12026,3877.35,1061,West
261,2024-08-29,Instagram,330604,10819,4342.25,253,South
262,2025-05-27,YouTube,272368,5802,3105.61,361,East
263,2025-02-23,Facebook,408922,18219,8577.72,1711,East
264,2025-11-29,Facebook,30261,1082,590.22,23,East
265,2025-12-19,Google,416049,25076,2627.17,1470,North
266,2024-12-15,Instagram,238388,6291,1288.76,229,East
267,2025-05-31,Facebook,102188,3856,1346.83,177,South
268,2024-08-11,YouTube,269244,4279,4981.22,171,West
269,2025-02-16,Instagram,98889,3087,1128.58,257,East
270,2024-09-23,Facebook,348798,12635,5129.1,268,South
271,2025-10-08,YouTube,25306,507,255.5,18,West
272,2024-11-15,YouTube,56277,900,925.13,88,East
273,2025-12-16,Google,322942,18288,5878.45,653,North
274,2025-02-05,Instagram,358205,12278,6099.21,601,West
275,2024-05-15,Facebook,144645,5947,2187.18,312,East
276,2024-08-20,Google,339859,21000,5151.21,933,South
277,2024-08-22,Google,106048,5902,1957.24,511,East
278,2024-08-17,Google,427791,26842,5127.6,581,North
279,2025-10-26,Instagram,32783,911,351.66,86,North
280,2024-02-22,Google,180225,11177,1323.31,554,South
281,2024-04-18,Facebook,167800,7446,2329.76,503,North
282,2025-11-28,Instagram,245000,7192,5826.92,345,North
283,2024-10-10,Facebook,302024,13081,5312.73,705,West
284,2024-03-17,Instagram,122307,3507,841.79,173,South
285,2025-05-08,Google,75052,4296,1411.75,344,West
286,2024-05-10,Instagram,267401,6941,3953.22,222,South
287,2024-10-12,YouTube,112523,2230,2683.24,53,West
288,2024-02-02,Instagram,45928,1398,676.27,103,West
289,2024-09-19,Instagram,285970,8922,3143.7,426,South
290,2024-09-09,Instagram,119210,3394,1824.56,119,West
291,2024-03-18,Google,453581,28446,10907.46,1933,North
292,2025-01-23,Instagram,247414,7311,5042.71,467,East
293,2024-03-22,Google,223283,13630,3011.44,570,East
294,2025-01-27,Google,250043,14169,2096.51,1072,North
295,2024-09-22,Facebook,79373,3547,1709.13,268,North
296,2025-06-15,YouTube,267115,5524,2143.7,255,South
297,2024-05-17,Google,306430,18261,6501.67,446,North
298,2025-05-11,Facebook,51290,1854,1106.41,107,West
299,2024-06-01,Google,133789,7423,2807.14,523,North
300,2025-01-31,Instagram,130687,4004,1107.75,245,East
301,2025-12-25,Google,330981,20093,2440.14,705,East
302,2024-11-11,Facebook,417575,14675,10289.53,723,West
303,2024-12-30,Google,206105,13047,3007.73,1126,North
304,2025-11-08,Instagram,306001,9421,5205.86,710,East
305,2025-02-27,YouTube,472043,8458,2646.5,438,West
306,2024-09-05,YouTube,250501,3917,4360.11,188,West
307,2024-06-29,Google,464849,28260,11461.73,815,South
308,2024-12-16,Facebook,133042,5430,3301.05,405,South
309,2025-04-06,Facebook,200293,8451,3023.01,465,East
310,2024-07-03,Facebook,286121,11161,2441.81,604,North
311,2025-09-12,Facebook,368816,14239,7914.07,1325,East
312,2025-04-12,Facebook,121838,4782,910.48,147,South
313,2024-01-22,Facebook,318984,12722,5716.99,1145,South
314,2025-09-03,Google,49832,2959,1039.97,144,North
315,2024-07-14,YouTube,297651,6116,7162.89,154,North
316,2025-06-21,Facebook,169805,6854,2584.19,263,West
317,2025-10-09,Facebook,480804,20130,5785.69,1075,West
318,2025-02-04,YouTube,148860,2234,2624.17,149,East
319,2024-11-05,YouTube,286141,6863,3885.88,640,East
320,2025-09-20,Google,437998,27108,7024.75,2655,East
321,2024-04-21,YouTube,407451,7112,4794.04,490,West
322,2025-09-05,YouTube,252262,5415,3725.78,316,East
323,2024-04-11,Facebook,111663,4295,1579.84,258,West
324,2025-11-16,YouTube,198007,3125,2122.64,233,South
325,2024-07-08,YouTube,401229,8875,4457.59,821,South
326,2025-07-30,YouTube,444367,9220,4336.21,906,South
327,2024-03-27,Facebook,119786,4651,905.27,442,West
328,2025-11-12,Google,106088,6765,722.34,566,West
329,2024-07-27,Google,24136,1451,359.67,136,East
330,2025-11-28,Google,332854,19771,8138.63,1058,South
331,2024-07-16,YouTube,179704,3930,2596.76,389,East
332,2024-07-19,Instagram,26467,856,180.81,52,West
333,2024-02-14,Instagram,281576,7940,2039.36,543,South
334,2024-10-02,Instagram,379388,12054,3990.76,424,North
335,2025-12-22,Facebook,29659,1062,258.55,46,South
336,2024-06-29,Instagram,481269,13199,10902.8,1065,North
337,2024-01-17,Google,130156,8125,1046.39,397,West
338,2024-01-23,Facebook,488663,21016,3913.16,456,East
339,2024-05-11,Facebook,292350,11166,1811.67,870,East
340,2024-03-19,Instagram,417049,11312,8068.83,785,South
341,2024-12-30,Facebook,140844,4933,3463.76,484,North
342,2024-10-30,Instagram,303571,9367,4458.9,635,North
343,2024-04-10,Facebook,439374,18247,3205.8,1006,North
344,2024-10-02,Google,262390,15202,6084.54,393,West
345,2024-04-30,Google,196838,11277,1466.21,1048,West
346,2025-05-16,Facebook,59923,2225,737.06,161,West
347,2024-12-21,Instagram,31622,968,680.26,31,West
348,2024-07-21,YouTube,85216,1299,1805.61,55,North
349,2024-06-26,YouTube,262279,5879,3610.17,499,North
350,2025-12-22,YouTube,59675,1440,1081.54,93,South
351,2024-09-21,Facebook,12663,510,216.32,29,East
352,2024-05-06,Instagram,338037,11619,7500.23,1158,North
353,2024-09-25,YouTube,455816,10150,9554.12,563,South
354,2024-06-17,Google,314348,19907,7027.11,1620,North
355,2024-08-10,Facebook,285145,10220,6643.43,999,South
356,2025-09-02,Facebook,341231,14178,7208.74,623,East
357,2025-08-03,Google,430139,23709,8194.78,2096,East
358,2025-12-03,Google,70579,4221,1021.58,364,North
359,2024-05-24,Instagram,317721,10755,5899.42,527,North
360,2024-03-01,YouTube,252601,3945,5810.46,211,East
361,2024-03-25,Instagram,77121,1980,1329.86,149,East
362,2025-04-04,Google,328527,20695,7323.36,851,East
363,2024-01-16,Instagram,246970,6262,2801.99,311,West
364,2024-04-13,Instagram,491178,15652,8270.59,1236,West
365,2024-03-18,Facebook,404500,14514,8345.19,479,East
366,2024-04-15,Facebook,452386,17566,4316.05,1587,East
367,2024-07-15,YouTube,310266,6335,1902.42,141,West
368,2024-06-02,Instagram,374683,11408,7596.41,1055,South
369,2025-03-01,Facebook,419272,16596,9999.49,1575,East
370,2024-10-05,Instagram,97478,2525,1924.63,133,South
371,2024-04-25,YouTube,308457,6289,1972.73,517,West
372,2024-08-09,Google,91226,5111,1518.9,381,South
373,2024-10-29,Google,50009,3082,397.95,140,East
374,2025-10-02,Google,385810,25032,2405.42,1819,South
375,2024-11-21,Instagram,397549,11995,2833.41,860,West
376,2025-03-01,Facebook,256641,8997,2939.07,401,North
377,2024-12-12,Facebook,237227,9848,3641.9,802,North
378,2025-09-10,Instagram,110624,3827,1628.08,120,East
379,2025-07-27,Instagram,29830,880,207.02,78,West
380,2024-03-06,Instagram,355076,8945,3513.71,773,North
381,2024-10-12,YouTube,33998,684,336.95,55,East
382,2024-03-02,Facebook,195543,7185,1838.75,630,East
383,2024-05-05,YouTube,485640,9102,10110.33,743,East
384,2024-02-29,YouTube,463312,8663,4830.18,608,West
385,2025-09-22,Facebook,217591,8012,5110.7,650,North
386,2024-06-12,Instagram,219786,6064,3500.74,188,West
387,2025-04-24,Facebook,458293,19215,8801.86,1338,West
388,2024-12-04,Google,283210,17950,4022.92,1641,East
389,2024-02-22,YouTube,103801,1798,728.22,171,South
390,2024-07-10,Facebook,183571,6613,4583.21,297,West
391,2025-02-03,Instagram,284207,8191,5883.23,292,West
392,2024-05-01,Facebook,68770,2853,1622.52,212,East
393,2024-06-01,Instagram,380106,12379,8995.74,890,West
394,2025-07-13,Instagram,312870,8988,1812.31,768,East
395,2025-04-17,Facebook,318266,13279,3821.97,844,North
396,2025-04-07,Facebook,363233,15179,3441.33,1068,West
397,2024-03-12,Google,318624,17867,6856.08,551,East
398,2024-04-19,Facebook,182440,8185,4408.24,668,North
399,2024-03-26,Facebook,373625,16486,8221.38,1384,North
400,2024-07-27,Google,84913,5241,1995.15,308,South
401,2025-01-10,YouTube,162751,3860,1041.87,133,North
402,2024-12-22,Google,393867,25188,4237.57,2126,East
403,2025-12-20,Facebook,36436,1299,582.19,117,West
404,2024-01-04,Google,330509,18841,2894.92,1037,North
405,2024-09-23,Google,409017,26216,10141.95,1924,East
406,2024-02-23,Facebook,198113,8787,4177.99,245,North
407,2025-09-19,Instagram,149216,3743,2338.69,220,South
408,2024-04-30,Facebook,43170,1837,987.56,81,West
409,2025-07-04,Facebook,475408,17980,3085.53,470,East
410,2025-02-26,Instagram,181123,6171,1503.63,170,North
411,2025-08-09,Instagram,196186,6689,1358.35,526,North
412,2024-06-26,Google,159200,8958,2879.21,605,South
413,2024-12-19,Instagram,225805,6458,5459.8,216,West
414,2024-06-24,Facebook,128435,4643,2925.06,117,West
415,2025-04-13,YouTube,31234,771,249.54,67,West
416,2025-01-24,Facebook,286424,12351,3292.65,676,North
417,2024-11-23,Google,406865,23660,8390.09,1014,West
418,2025-07-29,YouTube,354933,6022,7717.58,272,South
419,2024-10-21,YouTube,464726,11089,2651.06,281,South
420,2025-08-30,Google,400541,23566,9062.61,507,North
421,2024-08-18,Instagram,471636,13227,7467.72,840,South
422,2024-06-20,YouTube,455018,10902,4396.31,254,West
423,2024-08-25,Instagram,308621,9298,6144.05,309,South
424,2024-05-21,YouTube,34753,672,808.17,51,West
425,2024-07-24,Instagram,259038,6873,3605.16,235,North
426,2024-01-26,Instagram,301047,10425,7259.52,380,North
427,2024-05-07,Google,265237,15273,3565.37,1465,North
428,2024-04-08,YouTube,457069,10855,5239.14,467,East
429,2025-12-30,YouTube,169855,3413,1151.28,90,West
430,2024-05-08,YouTube,101283,1595,2412.35,36,South
431,2024-12-13,YouTube,132362,2848,2137.33,217,West
432,2025-02-03,Facebook,149415,6272,1923.17,547,West
433,2025-02-06,Google,373100,22130,3781.06,1709,West
434,2025-08-13,YouTube,305994,6008,4171.42,129,North
435,2024-06-02,Instagram,21499,539,487.04,33,North
436,2025-04-16,YouTube,272796,5253,3115.31,311,North
437,2024-11-25,YouTube,331332,5699,7029.13,167,North
438,2024-02-10,Google,240768,13865,2450.59,1226,East
439,2024-07-23,Facebook,474683,19090,10690.39,979,West
440,2024-10-21,Google,279782,16896,6437.55,1387,North
441,2025-03-01,YouTube,19904,317,379.53,12,West
442,2024-01-05,YouTube,491159,7471,9563.95,334,South
443,2024-08-20,Facebook,251743,11138,2814.72,291,North
444,2024-07-30,Facebook,173434,6626,2165.03,519,North
445,2025-04-27,Instagram,462599,12097,9227.1,480,West
446,2025-03-18,Google,33490,2166,575.8,197,North
447,2024-02-12,Google,95617,5999,2310.66,497,East
448,2024-04-08,YouTube,448256,8712,10999.91,340,West
449,2024-07-08,Google,112809,7018,1748.6,660,West
450,2025-09-21,Google,433616,27946,9981.62,2731,East
451,2025-01-14,YouTube,46690,913,949.63,40,West
452,2025-01-25,Facebook,116470,4898,2481.78,399,South
453,2024-07-25,YouTube,444939,7474,4082.96,465,South
454,2024-03-01,Instagram,189869,6160,3396.84,345,South
455,2025-07-25,Facebook,249020,10050,2618.94,331,North
456,2025-05-22,Instagram,307291,8958,3317.05,519,West
457,2024-11-28,Facebook,283345,10198,2301.81,1006,East
458,2025-10-22,Google,431126,26682,8844.97,1080,North
459,2025-04-25,Facebook,325017,12159,2071.35,552,West
460,2025-02-05,Instagram,201289,6365,1213.17,574,South
461,2024-01-21,Facebook,42881,1623,678.01,69,East
462,2024-09-20,Instagram,46313,1253,764.81,36,North
463,2024-04-01,Facebook,37913,1575,806.15,46,East
464,2024-09-17,YouTube,456355,10770,9836.16,1034,North
465,2024-11-10,Instagram,37140,1056,486.18,59,East
466,2025-12-05,YouTube,71752,1109,453.05,49,West
467,2025-01-19,Instagram,459909,13589,3966.96,1004,South
468,2025-04-22,YouTube,482312,10355,3135.41,277,South
469,2025-06-08,Instagram,24345,807,353.25,78,South
470,2024-06-03,Instagram,324568,11222,4996.83,755,West
471,2024-04-04,Facebook,51418,2226,1067.6,216,North
472,2024-10-22,Instagram,369275,10113,2800.33,469,South
473,2024-03-27,Google,181278,10077,3444.96,394,South
474,2024-12-19,YouTube,321757,6993,5952.78,334,North
475,2024-09-28,Google,430320,23718,6347.17,1454,North
476,2024-06-03,Google,457353,29121,4816.29,2904,East
477,2024-05-20,Google,401051,25355,6249.01,1128,South
478,2024-11-09,YouTube,28751,591,335.77,17,West
479,2024-12-21,YouTube,182789,3541,2390.7,253,South
480,2025-02-17,YouTube,85535,1712,1925.09,143,South
481,2024-07-19,Facebook,268436,10229,2728.91,243,East
482,2025-04-29,Facebook,17696,679,104.05,49,South
483,2025-03-26,Facebook,151128,6279,2051.65,403,North
484,2024-06-14,YouTube,463130,11479,8700.05,477,North
485,2024-09-07,YouTube,65896,1158,1122.16,63,South
486,2025-05-16,Facebook,128827,4605,1025.44,239,South
487,2025-09-04,Instagram,277537,7261,6129.31,355,South
488,2024-04-03,Instagram,69432,2202,1524.96,140,North
